Age,Age_Group,Attrition,Attrition_Flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income_Group,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,Experience_Group,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group2,Income Band,Tenure Group,Promotion Status,Experience Group
46,Senior,Yes,1,Travel_Rarely,669,Sales,9,2,Medical,1,118,3,Male,64,2,3,Sales Executive,4,Single,9619,Medium,13596,1,Y,No,16,3,4,80,0,9,Junior Level,3,3,9,8,4,7,45-54,$6k-$10k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
40,Senior,No,0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,119,3,Male,78,2,4,Healthcare Representative,2,Married,13503,Medium,14115,1,Y,No,22,4,4,80,1,22,Senior Level,3,2,22,3,11,11,35-44,$10k-$15k,10+ yrs,5+ yrs since promotion,20+ yrs
51,Senior,No,0,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,5441,Low,8423,0,Y,Yes,22,4,4,80,0,11,Mid Level,2,1,10,7,1,0,45-54,$3k-$6k,6-10 yrs,1-2 yrs since promotion,11-20 yrs
30,Mid-Career,No,0,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,Low,19760,1,Y,Yes,12,3,2,80,3,11,Mid Level,4,2,11,8,2,7,25-34,$3k-$6k,10+ yrs,1-2 yrs since promotion,11-20 yrs
46,Senior,No,0,Travel_Frequently,638,Research & Development,1,3,Medical,1,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,Medium,3142,2,Y,Yes,13,3,3,80,1,21,Senior Level,5,2,10,9,9,5,45-54,$10k-$15k,6-10 yrs,5+ yrs since promotion,20+ yrs
32,Mid-Career,No,0,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,Sales Executive,3,Single,5010,Low,24301,1,Y,No,16,3,1,80,0,12,Mid Level,0,3,11,8,5,7,25-34,$3k-$6k,10+ yrs,3-5 yrs since promotion,11-20 yrs
54,Senior,No,0,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,126,1,Female,60,3,3,Research Director,3,Married,13549,Medium,24001,9,Y,No,12,3,1,80,1,16,Mid Level,5,1,4,3,0,3,45-54,$10k-$15k,4-5 yrs,Promoted this year,11-20 yrs
24,Young,No,0,Travel_Rarely,1353,Sales,3,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married,4999,Low,17519,0,Y,No,21,4,1,80,1,4,Entry Level,2,2,3,2,0,2,Under 25,$3k-$6k,2-3 yrs,Promoted this year,3-5 yrs
28,Young,No,0,Non-Travel,120,Sales,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,4221,Low,8863,1,Y,No,15,3,2,80,0,5,Entry Level,3,4,5,4,0,4,25-34,$3k-$6k,4-5 yrs,Promoted this year,3-5 yrs
58,Senior,No,0,Travel_Rarely,682,Sales,10,4,Medical,1,131,4,Male,37,3,4,Sales Executive,3,Single,13872,High,24409,0,Y,No,13,3,3,80,0,38,Senior Level,1,2,37,10,1,8,55+,$10k-$15k,10+ yrs,1-2 yrs since promotion,20+ yrs
44,Senior,No,0,Non-Travel,489,Research & Development,23,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,Low,25043,4,Y,No,12,3,3,80,1,17,Mid Level,3,4,3,2,1,2,35-44,< $3k,2-3 yrs,1-2 yrs since promotion,11-20 yrs
37,Mid-Career,Yes,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,Low,23648,4,Y,Yes,22,4,4,80,0,7,Junior Level,3,3,3,2,0,2,35-44,< $3k,2-3 yrs,Promoted this year,6-10 yrs
32,Mid-Career,No,0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,2956,Low,15178,1,Y,No,13,3,4,80,0,1,Entry Level,2,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
20,Young,Yes,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,Low,19783,1,Y,Yes,18,3,2,80,0,1,Entry Level,5,3,1,0,1,0,Under 25,< $3k,0-1 yrs,1-2 yrs since promotion,0-2 yrs
34,Mid-Career,No,0,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1,Female,41,3,2,Research Scientist,3,Single,4809,Low,12482,1,Y,No,14,3,3,80,0,16,Mid Level,3,3,16,13,2,10,25-34,$3k-$6k,10+ yrs,1-2 yrs since promotion,11-20 yrs
37,Mid-Career,No,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,Low,15850,5,Y,No,14,3,4,80,1,17,Mid Level,2,4,1,0,0,0,35-44,$3k-$6k,0-1 yrs,Promoted this year,11-20 yrs
59,Senior,No,0,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,Female,32,2,5,Manager,4,Married,18844,High,21922,9,Y,No,21,4,4,80,1,30,Senior Level,3,3,3,2,2,2,55+,$15k+,2-3 yrs,1-2 yrs since promotion,20+ yrs
50,Senior,No,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,18172,High,9755,3,Y,Yes,19,3,1,80,0,28,Senior Level,1,2,8,3,0,7,45-54,$15k+,6-10 yrs,Promoted this year,20+ yrs
25,Young,Yes,1,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single,5744,Low,26959,1,Y,Yes,11,3,4,80,0,6,Junior Level,1,3,6,4,0,3,25-34,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
25,Young,No,0,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,2889,Low,26897,1,Y,No,11,3,3,80,2,2,Entry Level,2,3,2,2,2,1,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,0-2 yrs
22,Young,No,0,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,Low,23785,1,Y,No,15,3,3,80,0,1,Entry Level,5,3,0,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
51,Senior,No,0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,Medium,25796,3,Y,No,20,4,3,80,0,23,Senior Level,1,2,13,12,12,8,45-54,$6k-$10k,10+ yrs,5+ yrs since promotion,20+ yrs
34,Mid-Career,Yes,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,Low,22887,1,Y,Yes,24,4,4,80,0,9,Junior Level,3,3,9,7,0,6,25-34,$6k-$10k,6-10 yrs,Promoted this year,6-10 yrs
54,Senior,No,0,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,Female,30,4,4,Manager,4,Single,17328,High,13871,2,Y,Yes,12,3,3,80,0,23,Senior Level,3,3,5,3,4,4,45-54,$15k+,4-5 yrs,3-5 yrs since promotion,20+ yrs
24,Young,No,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,Low,13257,0,Y,No,12,3,3,80,1,6,Junior Level,2,3,5,3,1,2,Under 25,< $3k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
34,Mid-Career,No,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,Low,15000,6,Y,No,15,3,3,80,1,12,Mid Level,3,3,1,0,0,0,25-34,$3k-$6k,0-1 yrs,Promoted this year,11-20 yrs
37,Mid-Career,No,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,Medium,14506,2,Y,No,12,3,1,80,0,12,Mid Level,3,3,5,3,1,3,35-44,$6k-$10k,4-5 yrs,1-2 yrs since promotion,11-20 yrs
34,Mid-Career,No,0,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,11631,Medium,5615,2,Y,No,12,3,4,80,0,14,Mid Level,6,3,11,10,5,8,25-34,$10k-$15k,10+ yrs,3-5 yrs since promotion,11-20 yrs
36,Mid-Career,No,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,Medium,22952,0,Y,No,14,3,3,80,1,10,Junior Level,6,3,9,7,2,8,35-44,$6k-$10k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
36,Mid-Career,No,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,Low,2561,5,Y,No,22,4,1,80,1,7,Junior Level,2,3,1,0,0,0,35-44,< $3k,0-1 yrs,Promoted this year,6-10 yrs
43,Senior,No,0,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,16959,High,19494,1,Y,Yes,12,3,4,80,2,25,Senior Level,3,4,25,12,4,12,35-44,$15k+,10+ yrs,3-5 yrs since promotion,20+ yrs
30,Mid-Career,No,0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,Low,22310,1,Y,No,25,4,3,80,3,10,Junior Level,2,2,10,7,0,9,25-34,< $3k,6-10 yrs,Promoted this year,6-10 yrs
33,Mid-Career,No,0,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,6146,Low,15480,0,Y,No,13,3,1,80,1,8,Junior Level,2,4,7,7,0,7,25-34,$6k-$10k,6-10 yrs,Promoted this year,6-10 yrs
56,Senior,Yes,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963,Low,4510,9,Y,Yes,18,3,1,80,3,7,Junior Level,2,3,5,4,4,3,55+,$3k-$6k,4-5 yrs,3-5 yrs since promotion,6-10 yrs
51,Senior,No,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,19537,High,6462,7,Y,No,13,3,3,80,0,23,Senior Level,5,3,20,18,15,15,45-54,$15k+,10+ yrs,5+ yrs since promotion,20+ yrs
31,Mid-Career,Yes,1,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,Low,20739,4,Y,Yes,18,3,2,80,0,12,Mid Level,3,2,7,7,7,7,25-34,$6k-$10k,6-10 yrs,5+ yrs since promotion,11-20 yrs
26,Young,No,0,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,Low,23300,1,Y,No,19,3,3,80,0,5,Entry Level,3,2,5,4,4,3,25-34,< $3k,4-5 yrs,3-5 yrs since promotion,3-5 yrs
58,Senior,Yes,1,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,Medium,3465,1,Y,No,12,3,4,80,1,40,Senior Level,3,2,40,10,15,6,55+,$10k-$15k,10+ yrs,5+ yrs since promotion,20+ yrs
19,Young,Yes,1,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,1675,Low,26820,1,Y,Yes,19,3,4,80,0,0,Entry Level,2,2,0,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
22,Young,No,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,Low,19299,0,Y,No,14,3,3,80,1,3,Entry Level,2,3,2,1,2,1,Under 25,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
49,Senior,No,0,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,Low,5549,1,Y,No,14,3,3,80,0,16,Mid Level,2,2,15,11,5,11,45-54,$6k-$10k,10+ yrs,3-5 yrs since promotion,11-20 yrs
43,Senior,No,0,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,4739,Low,16090,4,Y,No,12,3,4,80,0,18,Mid Level,2,3,3,2,1,2,35-44,$3k-$6k,2-3 yrs,1-2 yrs since promotion,11-20 yrs
50,Senior,No,0,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,Medium,6645,4,Y,No,11,3,4,80,0,16,Mid Level,3,3,2,2,2,1,45-54,$6k-$10k,2-3 yrs,1-2 yrs since promotion,11-20 yrs
31,Mid-Career,Yes,1,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,Low,24788,3,Y,Yes,11,3,3,80,1,4,Entry Level,2,3,2,2,2,2,25-34,$3k-$6k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
41,Senior,No,0,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,Medium,21196,3,Y,Yes,13,3,3,80,1,12,Mid Level,2,3,9,7,0,7,35-44,$6k-$10k,6-10 yrs,Promoted this year,11-20 yrs
26,Young,No,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,Low,8916,1,Y,No,23,4,4,80,1,8,Junior Level,3,3,8,7,5,7,25-34,< $3k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
36,Mid-Career,No,0,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,Low,2819,6,Y,No,20,4,4,80,2,7,Junior Level,0,3,3,2,0,1,35-44,$3k-$6k,2-3 yrs,Promoted this year,6-10 yrs
51,Senior,Yes,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,Medium,25150,2,Y,No,15,3,4,80,0,18,Mid Level,2,3,4,2,0,3,45-54,$10k-$15k,4-5 yrs,Promoted this year,11-20 yrs
39,Mid-Career,No,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902,Low,14590,4,Y,No,14,3,3,80,1,17,Mid Level,1,4,15,11,5,9,35-44,$3k-$6k,10+ yrs,3-5 yrs since promotion,11-20 yrs
25,Young,No,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,8639,Medium,24835,2,Y,No,18,3,4,80,0,6,Junior Level,3,3,2,2,2,2,25-34,$6k-$10k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
30,Mid-Career,No,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,Low,13982,0,Y,Yes,19,3,4,80,0,12,Mid Level,2,1,11,9,4,7,25-34,$6k-$10k,10+ yrs,3-5 yrs since promotion,11-20 yrs
32,Mid-Career,Yes,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,Low,10224,7,Y,No,22,4,1,80,0,10,Junior Level,2,4,5,4,0,4,25-34,$3k-$6k,4-5 yrs,Promoted this year,6-10 yrs
45,Senior,No,0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,Low,9752,5,Y,No,13,3,2,80,0,9,Junior Level,2,2,6,5,0,3,45-54,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
38,Mid-Career,No,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317,Low,2302,3,Y,Yes,20,4,2,80,0,19,Mid Level,2,3,3,2,2,2,35-44,$3k-$6k,2-3 yrs,1-2 yrs since promotion,11-20 yrs
30,Mid-Career,No,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,Low,23910,1,Y,No,14,3,3,80,0,5,Entry Level,4,2,5,4,0,4,25-34,< $3k,4-5 yrs,Promoted this year,3-5 yrs
32,Mid-Career,No,0,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,Low,22812,0,Y,No,17,3,4,80,3,9,Junior Level,2,4,8,7,0,7,25-34,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
30,Mid-Career,No,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,Low,10415,5,Y,No,14,3,4,80,1,8,Junior Level,3,3,3,2,2,2,25-34,$3k-$6k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
30,Mid-Career,No,0,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,Low,11162,0,Y,No,13,3,4,80,0,6,Junior Level,3,3,5,3,1,2,25-34,< $3k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
41,Senior,No,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181,High,12888,4,Y,No,13,3,2,80,1,21,Senior Level,2,2,7,6,7,7,35-44,$15k+,6-10 yrs,5+ yrs since promotion,20+ yrs
41,Senior,No,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,Low,6961,2,Y,No,21,4,4,80,1,7,Junior Level,2,3,5,0,1,4,35-44,< $3k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
19,Young,No,0,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,Low,16102,1,Y,No,14,3,4,80,0,1,Entry Level,3,3,1,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
40,Senior,No,0,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,Low,8504,1,Y,No,11,3,1,80,1,20,Mid Level,2,3,20,7,2,13,35-44,$3k-$6k,10+ yrs,1-2 yrs since promotion,11-20 yrs
35,Mid-Career,No,0,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,7295,Low,11439,1,Y,No,13,3,1,80,2,10,Junior Level,3,3,10,8,0,6,35-44,$6k-$10k,6-10 yrs,Promoted this year,6-10 yrs
53,Senior,No,0,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,2306,Low,16047,2,Y,Yes,20,4,4,80,1,13,Mid Level,3,1,7,7,4,5,45-54,< $3k,6-10 yrs,3-5 yrs since promotion,11-20 yrs
45,Senior,No,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,Low,10901,8,Y,No,18,3,3,80,1,20,Mid Level,2,1,17,9,0,15,45-54,< $3k,10+ yrs,Promoted this year,11-20 yrs
32,Mid-Career,No,0,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,Medium,15589,1,Y,No,14,3,4,80,0,9,Junior Level,2,3,9,8,3,7,25-34,$6k-$10k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
29,Young,No,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,Low,26283,1,Y,No,13,3,1,80,1,10,Junior Level,1,3,10,7,0,9,25-34,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
51,Senior,No,0,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,Low,13983,2,Y,No,17,3,3,80,0,10,Junior Level,2,3,1,0,0,0,45-54,$6k-$10k,0-1 yrs,Promoted this year,6-10 yrs
58,Senior,No,0,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346,Low,11873,4,Y,Yes,20,4,2,80,1,9,Junior Level,3,2,1,0,0,0,55+,$3k-$6k,0-1 yrs,Promoted this year,6-10 yrs
40,Senior,No,0,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,Medium,8552,7,Y,No,11,3,1,80,1,15,Mid Level,2,2,12,11,2,11,35-44,$10k-$15k,10+ yrs,1-2 yrs since promotion,11-20 yrs
34,Mid-Career,No,0,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,2231,Low,11314,6,Y,No,18,3,4,80,1,6,Junior Level,3,3,4,3,1,2,25-34,< $3k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
22,Young,No,0,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323,Low,11992,1,Y,No,24,4,1,80,2,2,Entry Level,6,3,2,2,2,2,Under 25,< $3k,2-3 yrs,1-2 yrs since promotion,0-2 yrs
27,Young,No,0,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,Low,5970,6,Y,No,18,3,4,80,1,6,Junior Level,1,1,2,2,2,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
28,Young,No,0,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713,Low,6672,1,Y,No,11,3,3,80,1,5,Entry Level,2,1,5,2,0,2,25-34,< $3k,4-5 yrs,Promoted this year,3-5 yrs
57,Senior,No,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,Medium,23402,3,Y,Yes,16,3,2,80,1,12,Mid Level,2,1,5,3,1,4,55+,$6k-$10k,4-5 yrs,1-2 yrs since promotion,11-20 yrs
27,Young,No,0,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,Low,25326,1,Y,Yes,15,3,4,80,1,1,Entry Level,2,2,1,1,0,1,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
50,Senior,No,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single,19926,High,17053,3,Y,No,15,3,2,80,0,21,Senior Level,5,3,5,4,4,4,45-54,$15k+,4-5 yrs,3-5 yrs since promotion,20+ yrs
41,Senior,No,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,Low,4609,4,Y,No,12,3,1,80,1,13,Mid Level,2,3,9,8,1,8,35-44,< $3k,6-10 yrs,1-2 yrs since promotion,11-20 yrs
30,Mid-Career,No,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,Medium,8053,2,Y,No,12,3,3,80,1,12,Mid Level,2,3,10,9,7,4,25-34,$6k-$10k,6-10 yrs,5+ yrs since promotion,11-20 yrs
38,Mid-Career,No,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686,Medium,12930,4,Y,No,22,4,3,80,0,12,Mid Level,2,4,8,3,0,7,35-44,$6k-$10k,6-10 yrs,Promoted this year,11-20 yrs
32,Mid-Career,No,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,3038,Low,12430,3,Y,No,20,4,1,80,0,8,Junior Level,2,3,5,4,1,4,25-34,$3k-$6k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
27,Young,No,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,Low,13364,0,Y,Yes,16,3,4,80,1,6,Junior Level,3,2,5,2,1,1,25-34,$3k-$6k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
19,Young,Yes,1,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single,2325,Low,20989,0,Y,No,21,4,1,80,0,1,Entry Level,5,4,0,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
36,Mid-Career,No,0,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,Low,15062,4,Y,No,12,3,3,80,0,13,Mid Level,3,2,8,7,7,2,35-44,< $3k,6-10 yrs,5+ yrs since promotion,11-20 yrs
30,Mid-Career,No,0,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,Low,11012,1,Y,No,11,3,3,80,2,12,Mid Level,4,3,12,9,6,10,25-34,$3k-$6k,10+ yrs,5+ yrs since promotion,11-20 yrs
45,Senior,No,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,Low,6319,4,Y,Yes,11,3,1,80,1,9,Junior Level,3,4,5,4,0,3,45-54,$3k-$6k,4-5 yrs,Promoted this year,6-10 yrs
56,Senior,No,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,Low,13939,4,Y,Yes,18,3,3,80,1,19,Mid Level,3,3,2,2,2,2,55+,$3k-$6k,2-3 yrs,1-2 yrs since promotion,11-20 yrs
33,Mid-Career,No,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,2500,Low,10515,0,Y,No,14,3,1,80,0,4,Entry Level,2,4,3,1,0,2,25-34,< $3k,2-3 yrs,Promoted this year,3-5 yrs
19,Young,Yes,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,Low,9241,1,Y,No,22,4,3,80,0,1,Entry Level,3,2,1,0,1,0,Under 25,< $3k,0-1 yrs,1-2 yrs since promotion,0-2 yrs
46,Senior,No,0,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,Medium,2137,1,Y,No,25,4,3,80,3,24,Senior Level,2,3,24,13,15,7,45-54,$10k-$15k,10+ yrs,5+ yrs since promotion,20+ yrs
38,Mid-Career,No,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,Low,6319,1,Y,No,12,3,3,80,0,2,Entry Level,3,3,2,2,2,1,35-44,< $3k,2-3 yrs,1-2 yrs since promotion,0-2 yrs
31,Mid-Career,No,0,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929,Low,6984,8,Y,Yes,23,4,3,80,1,7,Junior Level,0,3,4,2,0,2,25-34,$3k-$6k,4-5 yrs,Promoted this year,6-10 yrs
